Date,Portfolio,Portfolio Returns,Index Returns,Over Index
2019-11-30,"['MELI', 'EXC', 'TXN', 'AMAT', 'FB', 'BIIB', 'PAYX', 'CMCSA', 'CERN', 'BIDU', 'CTAS', 'AVGO', 'PCAR', 'SNPS', 'MCHP', 'LRCX']",25.82,21.7,1
2019-12-01,"['AMAT', 'HON', 'CHKP', 'BIIB', 'NTES', 'MELI', 'BIDU', 'PAYX', 'INTU', 'CERN', 'MCHP', 'FB', 'CMCSA', 'CTAS', 'PCAR', 'ATVI']",26.24,20.97,1
2019-12-04,"['DLTR', 'CHKP', 'EBAY', 'NFLX', 'MRVL', 'ALGN', 'CTSH', 'PAYX', 'BIDU', 'FB', 'CMCSA', 'CTAS', 'HON', 'CERN', 'PCAR', 'ATVI']",18.3,17.42,1
2019-12-05,"['BIDU', 'ROST', 'CHKP', 'MCHP', 'FB', 'EBAY', 'HON', 'PAYX', 'CMCSA', 'CERN', 'CTSH', 'SNPS', 'CTAS', 'ATVI', 'PCAR', 'AVGO']",24.99,21.76,1
2019-12-07,"['MELI', 'EBAY', 'BIDU', 'MAR', 'ATVI', 'LULU', 'CERN', 'CTSH', 'FB', 'SNPS', 'ROST', 'CMCSA', 'AVGO', 'CTAS', 'HON', 'PCAR']",32.47,22.32,1
2019-12-08,"['EXC', 'MRVL', 'MAR', 'BIDU', 'PCAR', 'PEP', 'INTC', 'MCHP', 'CERN', 'PAYX', 'CTSH', 'AVGO', 'EBAY', 'CMCSA', 'SNPS', 'HON']",22.37,25.62,0
2019-12-11,"['MAR', 'TXN', 'CTAS', 'SWKS', 'EXC', 'ROST', 'VRTX', 'PAYX', 'HON', 'CERN', 'MCHP', 'PCAR', 'CMCSA', 'EBAY', 'CTSH', 'SNPS']",27.37,24.04,1
2019-12-12,"['TXN', 'GOOG', 'HON', 'DLTR', 'EXC', 'MELI', 'PAYX', 'ROST', 'MAR', 'PCAR', 'EBAY', 'CERN', 'CMCSA', 'CTSH', 'SNPS', 'MU']",27.21,24.24,1
2019-12-13,"['EXC', 'VRTX', 'PAYX', 'MAR', 'BIDU', 'FB', 'EBAY', 'ATVI', 'SNPS', 'MU', 'CMCSA', 'CTSH', 'PCAR', 'HON', 'CTAS', 'CERN']",25.45,24.1,1
2019-12-14,"['SIRI', 'INTU', 'FB', 'BIDU', 'ROST', 'EBAY', 'HON', 'PCAR', 'MU', 'CMCSA', 'ATVI', 'PAYX', 'CTAS', 'CTSH', 'SNPS', 'CERN']",29.73,24.4,1
2019-12-15,"['HON', 'MCHP', 'ATVI', 'BIDU', 'EBAY', 'AMAT', 'MELI', 'PCAR', 'SNPS', 'ROST', 'PEP', 'CMCSA', 'MU', 'CTSH', 'CERN', 'PAYX']",35.37,26.84,1
2019-12-18,"['ROST', 'MCHP', 'TXN', 'SNPS', 'CTSH', 'PCAR', 'AMAT', 'EXC', 'CERN', 'BIDU', 'CTAS', 'MU', 'EBAY', 'CMCSA', 'PEP', 'PAYX']",36.31,30.16,1
2019-12-19,"['CERN', 'TXN', 'SNPS', 'EBAY', 'AMGN', 'CTAS', 'HON', 'PCAR', 'BIDU', 'MU', 'MAR', 'EXC', 'CTSH', 'CMCSA', 'PAYX', 'PEP']",32.81,29.61,1
2019-12-20,"['ROST', 'MCHP', 'FISV', 'CERN', 'MU', 'PCAR', 'ANSS', 'AMGN', 'MAR', 'SNPS', 'ASML', 'PEP', 'CMCSA', 'TXN', 'EXC', 'PAYX']",49.53,32.69,1
2019-12-21,"['SWKS', 'ANSS', 'ASML', 'AMAT', 'MU', 'MAR', 'CERN', 'ROST', 'PCAR', 'SNPS', 'CMCSA', 'PEP', 'TXN', 'AMGN', 'EXC', 'PAYX']",59.34,34.55,1
2019-12-22,"['SWKS', 'ROST', 'MU', 'AMAT', 'CERN', 'MAR', 'GOOG', 'MELI', 'PCAR', 'ASML', 'EXC', 'AMZN', 'PEP', 'TXN', 'PAYX', 'CMCSA']",50.68,37.64,1
2019-12-25,"['AMAT', 'MAR', 'GOOG', 'CERN', 'ADI', 'ROST', 'PEP', 'PCAR', 'KLAC', 'AMZN', 'AVGO', 'TXN', 'CMCSA', 'INTC', 'EXC', 'PAYX']",39.39,40.5,0
2019-12-27,"['ROST', 'AMGN', 'TXN', 'MELI', 'BIDU', 'MAR', 'EBAY', 'AMAT', 'CTSH', 'SNPS', 'PEP', 'CERN', 'PAYX', 'HON', 'EXC', 'CMCSA']",36.04,35.14,1
2019-12-28,"['AMAT', 'AMGN', 'AZN', 'MU', 'INTC', 'MAR', 'EBAY', 'BIDU', 'CTSH', 'SNPS', 'PEP', 'CERN', 'PAYX', 'EXC', 'CMCSA', 'HON']",32.37,34.67,0
2019-12-29,"['AMGN', 'NXPI', 'PCAR', 'MCHP', 'CTSH', 'MAR', 'EBAY', 'BIDU', 'PEP', 'SNPS', 'MU', 'EXC', 'CERN', 'PAYX', 'HON', 'CMCSA']",32.72,34.72,0
