Date,Portfolio,Portfolio Returns,Index Returns,Over Index
2020-11-23,"['ADI', 'AEP', 'AAPL', 'KLAC', 'INTU', 'TCOM', 'MCHP', 'BKNG', 'AMAT', 'LRCX', 'PEP', 'CTAS', 'NTES', 'BIDU', 'TXN', 'MNST']",30.58,42.78,0
2020-11-26,"['CMCSA', 'ADI', 'AEP', 'TSLA', 'NTES', 'LRCX', 'TCOM', 'PEP', 'AMAT', 'INTU', 'CTAS', 'BIDU', 'MCHP', 'KLAC', 'TXN', 'MNST']",74.87,43.62,1
2020-11-27,"['ADI', 'AEP', 'NTES', 'LRCX', 'PEP', 'TSLA', 'AMAT', 'AAPL', 'INTU', 'TCOM', 'CTAS', 'BIDU', 'MCHP', 'KLAC', 'TXN', 'MNST']",79.7,43.43,1
2020-11-28,"['JD', 'KLAC', 'ADI', 'MCHP', 'PEP', 'AEP', 'LRCX', 'INTU', 'CMCSA', 'AMAT', 'CTAS', 'NTES', 'TCOM', 'BIDU', 'TXN', 'MNST']",41.68,43.66,0
2020-11-30,"['TSLA', 'LRCX', 'PEP', 'MCHP', 'INTU', 'CTAS', 'AEP', 'TCOM', 'AMAT', 'DLTR', 'NTES', 'KLAC', 'BIDU', 'EBAY', 'TXN', 'MNST']",82.02,44.11,1
2020-12-03,"['TSLA', 'PEP', 'TCOM', 'INTU', 'AMD', 'CTAS', 'AEP', 'AMAT', 'KLAC', 'DLTR', 'AAPL', 'NTES', 'BIDU', 'EBAY', 'TXN', 'MNST']",86.82,46.75,1
2020-12-04,"['AMD', 'LRCX', 'MTCH', 'KLAC', 'AAPL', 'TCOM', 'CTAS', 'TSLA', 'INTU', 'BKNG', 'DLTR', 'NTES', 'MCHP', 'BIDU', 'TXN', 'MNST']",99.1,47.67,1
2020-12-05,"['ADI', 'GOOG', 'LRCX', 'TCOM', 'CTAS', 'MCHP', 'AMAT', 'AEP', 'DLTR', 'JD', 'KLAC', 'INTU', 'NTES', 'TXN', 'MNST', 'BIDU']",45.1,47.58,0
2020-12-06,"['MCHP', 'NTES', 'LRCX', 'AMAT', 'TCOM', 'AEP', 'GOOG', 'TSLA', 'PEP', 'KLAC', 'INTU', 'CTAS', 'DLTR', 'MNST', 'TXN', 'BIDU']",83.6,47.38,1
2020-12-07,"['CHTR', 'MCHP', 'PEP', 'CMCSA', 'MTCH', 'KLAC', 'TCOM', 'AMAT', 'AEP', 'GOOG', 'LRCX', 'NTES', 'CTAS', 'BIDU', 'TXN', 'MNST']",41.43,46.31,0
2020-12-10,"['GOOG', 'JD', 'INTC', 'AMAT', 'NTES', 'MTCH', 'TCOM', 'PEP', 'AEP', 'CMCSA', 'LRCX', 'CTAS', 'MNST', 'TXN', 'INTU', 'BIDU']",41.05,45.4,0
2020-12-11,"['ADP', 'JD', 'KLAC', 'MELI', 'GOOG', 'NTES', 'MTCH', 'MNST', 'AEP', 'TCOM', 'LRCX', 'CTAS', 'PEP', 'TXN', 'INTU', 'BIDU']",50.21,45.89,1
2020-12-12,"['AMAT', 'SIRI', 'MCHP', 'ADP', 'JD', 'TCOM', 'MELI', 'GOOG', 'NTES', 'LRCX', 'AEP', 'PEP', 'CTAS', 'TXN', 'BIDU', 'INTU']",43.01,45.14,0
2020-12-13,"['CHTR', 'CTSH', 'JD', 'NTES', 'PEP', 'GOOG', 'MNST', 'MDLZ', 'LRCX', 'AEP', 'BIDU', 'TCOM', 'AMAT', 'CTAS', 'TXN', 'INTU']",35.52,44.39,0
2020-12-14,"['CHTR', 'CMCSA', 'CTSH', 'JD', 'BIDU', 'AMAT', 'CTAS', 'MNST', 'LRCX', 'AEP', 'NTES', 'TCOM', 'PEP', 'EBAY', 'TXN', 'INTU']",36.27,44.06,0
2020-12-17,"['AMD', 'JD', 'CMCSA', 'EBAY', 'SIRI', 'BIDU', 'TCOM', 'AMAT', 'DLTR', 'NTES', 'LRCX', 'AEP', 'CTAS', 'PEP', 'TXN', 'INTU']",41.45,45.4,0
2020-12-18,"['VRSN', 'CMCSA', 'JD', 'TCOM', 'MCHP', 'MNST', 'DLTR', 'AMAT', 'PEP', 'NTES', 'EBAY', 'LRCX', 'AEP', 'CTAS', 'TXN', 'INTU']",36.18,46.0,0
2020-12-19,"['TSLA', 'TCOM', 'GOOG', 'CTSH', 'PEP', 'CMCSA', 'AMAT', 'DLTR', 'NTES', 'MTCH', 'EBAY', 'AEP', 'LRCX', 'CTAS', 'INTU', 'TXN']",77.7,45.62,1
2020-12-20,"['CTSH', 'COST', 'JD', 'VRSN', 'EBAY', 'GOOG', 'TCOM', 'SIRI', 'TSLA', 'AMAT', 'CTAS', 'AEP', 'NTES', 'LRCX', 'INTU', 'TXN']",77.51,44.99,1
2020-12-21,"['GOOG', 'ADP', 'PEP', 'TCOM', 'KLAC', 'JD', 'DLTR', 'AMAT', 'TSLA', 'VRSN', 'CTAS', 'NTES', 'AEP', 'LRCX', 'INTU', 'TXN']",76.08,44.59,1
2020-12-24,"['CHTR', 'MNST', 'AMGN', 'JD', 'COST', 'KLAC', 'ADP', 'AMAT', 'PEP', 'NTES', 'CMCSA', 'AEP', 'TSLA', 'LRCX', 'INTU', 'TXN']",71.16,43.94,1
2020-12-25,"['INTC', 'CHTR', 'EBAY', 'GOOG', 'ADP', 'AMAT', 'COST', 'PEP', 'TSLA', 'NTES', 'CMCSA', 'AEP', 'TCOM', 'LRCX', 'INTU', 'TXN']",62.48,44.33,1
2020-12-27,"['INTC', 'EBAY', 'COST', 'ADP', 'PEP', 'GOOG', 'AMAT', 'DLTR', 'CMCSA', 'LRCX', 'AEP', 'TSLA', 'TCOM', 'NTES', 'TXN', 'INTU']",63.67,43.45,1
2020-12-28,"['JD', 'INTC', 'PEP', 'CMCSA', 'AMAT', 'EBAY', 'CTSH', 'GOOG', 'CTAS', 'TCOM', 'NTES', 'LRCX', 'AEP', 'TSLA', 'TXN', 'INTU']",72.73,43.53,1
2020-12-31,"['ADI', 'JD', 'NTES', 'CTSH', 'AMGN', 'GOOG', 'TSLA', 'CMCSA', 'AMAT', 'TCOM', 'CTAS', 'LRCX', 'AEP', 'EBAY', 'TXN', 'INTU']",74.68,45.29,1
